BMS ID #,GDSN name,GDSN definition,Business name,Business definition,Example,Usage Statement,Global Data Model attribute,Last Update ADB Release #,xPath,Cardinality,Length,DataType
1288,ingredientSequence,"Incremental value (01, 02, 03…) indicating the ingredient order by content percentage of the product. (major ingredient = 01, second ingredient =01.01) etc..",Ingredient Sequence on Package,"The incremental value (01, 02, 03…) indicating the order of ingredients listed on the package.","* See sample ingredient list images in separate tab
",Used by the buyer to digitally recreate the list of ingredients in the correct sequence.,N,1.1,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_ingredient:xsd:3' and local-name()='foodAndBeverageIngredientModule']/foodAndBeverageIngredient/ingredientSequence,0..1,unbounded {1..35},string
1353,manufacturerPreparationTypeCode,The code specifying the preparation methods the manufacturer has used on the product during the manufacturing process.,Manufacturer Preparation Type Code,The code specifying the preparation methods the manufacturer has used on the product during the manufacturing process.,"  • A fish product that is breaded and sold in a frozen state by the manufacturer: Manufacturer Preparation Type Code = BREAD, FREEZE

• A meat product (e.g., deli meats for sandwiches) that is cut into thin, flat pieces by the manufacturer from a larger portion: Manufacturer Preparation Type Code = SLICE","Used by buyers for assortment planning.
Used by buyers to enable search and discovery by consumers in e-commerce and online stores.
Used by consumers to determine their product preference and enable comparative shopping decisions.",N,2.8,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/manufacturerPreparationTypeCode,0..*,1..80 ,PreparationTypeCode
1364,numberOfServingsPerPackage,The total number of servings contained in the package.,Servings Per Product,The total number of servings contained in the product as shown on the product package.,Image of a box of cereal highlighting the number of servings contained in the box.,Used to inform the consumer of the number of servings.  May be used in conjunction with Servings Per Product Precision Code.,Y,1.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/servingQuantityInformation/numberOfServingsPerPackage,0..1,1..70 {30.39},decimal
1365,numberOfServingsPerPackageMeasurementPrecisionCode,The total number of servings contained in the package.,Servings Per Product Precision Code,The code indicating whether the specified Servings Per Product is approximate as shown on the product package.,"Image of a product showing servings per product declaration as ""Approximate"" ",Used to inform the consumer of the precision of the number of servings contained in the product as declared.  Used in conjunction with Servings Per Product.,Y,1.3,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/servingQuantityInformation/numberOfServingsPerPackageMeasurementPrecisionCode,0..1,1..80 ,MeasurementPrecisionCode
1366,numberOfSmallestUnitsPerPackage,The total number of smallest units contained in the product. The smallest unit cannot be further divided without breaking or slicing the product. The smallest units may be uniform or may include a variety of items.,Number of Smallest Units For Food,The total number of smallest units contained in the product. The smallest unit cannot be further divided without breaking or slicing the product. The smallest units may be uniform or may include a variety of items.,"• A chicken that has been cut into 8 pieces, including breast, wings, drumsticks, thighs: 
Number of Smallest Units For Food = 8
• A package containing a minimum of 100 mixed variety hard candies: Number of Smallest Units For Food = 100.
• A 5 kilogram package of potatoes with a minimum of 30 individual potatoes in the package. Number of Smallest Units For Food = 30","Used by buyers for assortment planning.
Used by buyers to enable search and discovery by consumers in e-commerce and online stores.
Used by consumers to determine their product preference and enable comparative shopping decisions.",N,2.8,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/servingQuantityInformation/numberOfSmallestUnitsPerPackage,0..1,1..70 ,nonNegativeInteger
1367,numberOfServingsRangeDescription,"A text description describing the range of servings/portions contained within a trade item. Some items may contain a variance in the number of units or a range, therefore the servings could also vary for the trade item. This attribute should only be used when there is a range of servings. If servings is an exact amount, this should not be used. An example of its use would be a bag of meatballs may contain 18-20 meatballs. If the serving size is 2 meatballs then the numberOfServingsRange would be 9-10 servings or portions.","Range of the Number of Servings

",The range of the number of servings in the product as shown on the product package.," Image of:
• chicken breast label with text ""Serves 2 - 3""
• salad label with text ""Serves 1 - 2""
• birthday cake label with text ""Serves 6 - 8""","Used by the buyer to communicate to the consumer the range of the number of servings per product.   Used by the seller to communicate the number of servings range only when the number of servings is variable.  When the number of servings is exact, use Servings Per Product.",N,1.1,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/servingQuantityInformation/numberOfServingsRangeDescription,0..*,1..500 ,Description500
1377,preparationInstructions,Textual instruction on how to prepare the product before serving.,Preparation Instructions,The instructions on how to prepare the product for consumption.,"• How to prepare the turkey.
• Box of pasta or can of soup with preparation instructions.","Used by the buyer's customer service to answer questions about product preparation.
Used by the buyer and the consumer to prepare the product for consumption.",Y,1.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/preparationServing/preparationInstructions,0..*,1..5000 ,Description5000
1379,preparationTypeCode,"A code specifying the technique used to make the product ready for consumption. For example: baking, boiling.",Preparation Type Code,The code specifying the method used to make the product ready for consumption.,"Image of label with preparation instructions that correlate to each example:
• BAKE
• FREEZE
• READY_TO_EAT 

",Used to provide one or more options to the consumer on how to prepare the product for consumption. Used by the buyer for search and discovery.,Y,1.1,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/preparationServing/preparationTypeCode,0..1,1..80 ,PreparationTypeCode
1380,servingSuggestion,Free text field for serving suggestion.,Serving Suggestion,A suggestion about the way the product may be served to enhance the consumer experience.,"• A wine with attribute value: Best paired with fish and seafood.
• Image of a serving of turkey shown with gravy and parsley as a serving suggestion.","Used by the buyer to enable search and discovery for the consumer.
May be used by the buyer for promotions and marketing.",Y,1.1,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:food_and_beverage_preparation_serving:xsd:3' and local-name()='foodAndBeveragePreparationServingModule']/preparationServing/servingSuggestion,0..*,1..1000 ,Description1000
1457,compulsoryAdditiveLabelInformation,"A description of any compulsory label information on the product. For example, the German additives regulation (ZzulV), for products such as meats and sausages, meat products, bread and bread products is needed for the serving counter.",Additional Legal Product Information,Describes legally required information about the product that is found on the product packaging.,"• Fill level of the product may vary due to settling
• Do not refreeze
• Not suitable for use during pregnancy",Used to notify buyers and consumers about legal information found on the product packaging. ,Y,1.0,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemInformation/extension/*[namespace-uri()='urn:gs1:gdsn:health_related_information:xsd:3' and local-name()='healthRelatedInformationModule']/healthRelatedInformation/compulsoryAdditiveLabelInformation,0..*,1..5000 ,Description5000
