canonical_spec,claim_id,statement,source_path,source_heading,short_quote,status,BACKLOG_ID,BACKLOG_STATUS
data-knowledge-model.md,DAT-053,**Recommendation:** ISA should have **two distinct navigation patterns**:,./docs/ISA_INFORMATION_ARCHITECTURE.md,Primary Navigation (Top-Level),**Recommendation:** ISA should have **two distinct navigation patterns**:,traceable,,
data-knowledge-model.md,DAT-054,"**Goal:** Complete the website, ensure legal compliance",./docs/ISA_INFORMATION_ARCHITECTURE.md,Phase 4: Polish & Legal (Low Priority),"**Goal:** Complete the website, ensure legal compliance",traceable,,
data-knowledge-model.md,DAT-055,- [ ] Verify dashboard UI rendering,./docs/PIPELINE_OBSERVABILITY_SPEC.md,Phase 6: Testing & Validation,- [ ] Verify dashboard UI rendering,traceable,,
data-knowledge-model.md,DAT-056,- Don't skip raw tables - they're required for audit and debugging,./CHATGPT_PROMPT_BATCH_INGEST_02_04_05_06.md,❌ DON'T,- Don't skip raw tables - they're required for audit and debugging,traceable,,
data-knowledge-model.md,DAT-057,"required: boolean(""required"").default(false),",./CHATGPT_PROMPT_BATCH_INGEST_02_04_05_06.md,Schema Hints,"required: boolean(""required"").default(false),",traceable,,
data-knowledge-model.md,DAT-058,"ruleType: varchar(""rule_type"", { length: 50 }), // e.g., ""required"", ""pattern"", ""range""",./CHATGPT_PROMPT_BATCH_INGEST_02_04_05_06.md,Schema Hints,"ruleType: varchar(""rule_type"", { length: 50 }), // e.g., ""required"", ""pattern"", ""range""",traceable,,
data-knowledge-model.md,DAT-059,"""required"": false",./CHATGPT_PROMPT_BATCH_INGEST_02_04_05_06.md,Source Format Examples,"""required"": false",traceable,,
data-knowledge-model.md,DAT-060,"""ruleType"": ""required"",",./CHATGPT_PROMPT_BATCH_INGEST_02_04_05_06.md,Source Format Examples,"""ruleType"": ""required"",",traceable,,
data-knowledge-model.md,DAT-061,"""errorMessage"": ""Peg hole type is required""",./CHATGPT_PROMPT_BATCH_INGEST_02_04_05_06.md,Source Format Examples,"""errorMessage"": ""Peg hole type is required""",traceable,,
data-knowledge-model.md,DAT-062,"required: boolean(""required"").default(true),",./CHATGPT_PROMPT_BATCH_INGEST_02_04_05_06.md,Schema Hints,"required: boolean(""required"").default(true),",traceable,,
data-knowledge-model.md,DAT-063,"Source files **must** be placed under `/data/gs1/gdsn/` in the project root, extracted from `GDSN Current v3.1.32.zip`:",./tasks/for_chatgpt/INGEST-02_gdsn_current.md,1. Context,"Source files **must** be placed under `/data/gs1/gdsn/` in the project root, extracted from `GDSN Cu",traceable,,
data-knowledge-model.md,DAT-064,"""structuredRule"": ""If cancelDateTime is not empty then value must be greater than or equal to current date."",",./tasks/for_chatgpt/INGEST-02_gdsn_current.md,gdsn_validationRules.json,"""structuredRule"": ""If cancelDateTime is not empty then value must be greater than or equal to curren",traceable,,
data-knowledge-model.md,DAT-065,"""errorMessageDescription"": ""cancelDateTime must be equal to or larger than Today's Date."",",./tasks/for_chatgpt/INGEST-02_gdsn_current.md,gdsn_validationRules.json,"""errorMessageDescription"": ""cancelDateTime must be equal to or larger than Today's Date."",",traceable,,
data-knowledge-model.md,DAT-066,- `constrainedParty` (array) - Who must comply,./tasks/for_chatgpt/INGEST-02_gdsn_current.md,gdsn_validationRules.json,- `constrainedParty` (array) - Who must comply,traceable,,
data-knowledge-model.md,DAT-067,"- Test basic error handling for malformed records (e.g., missing required fields).",./tasks/for_chatgpt/INGEST-02_gdsn_current.md,7. Testing Requirements,"- Test basic error handling for malformed records (e.g., missing required fields).",traceable,,
data-knowledge-model.md,DAT-068,- What you must deliver (4-5 files),./CHATGPT_UPDATE_PROMPT.md,2. ChatGPT Instructions,- What you must deliver (4-5 files),traceable,,
data-knowledge-model.md,DAT-069,**Must include:**,./CHATGPT_UPDATE_PROMPT.md,File 1: Ingestion Module,**Must include:**,traceable,,
data-knowledge-model.md,DAT-070,8. **Don't skip documentation** - README is required,./CHATGPT_UPDATE_PROMPT.md,❌ DON'T:,8. **Don't skip documentation** - README is required,traceable,,
data-knowledge-model.md,DAT-071,"| `applicability` | TEXT | Who must comply (e.g., ""Large companies >500 employees"") |",./DATA_MODEL.md,`regulations` (35 records),"| `applicability` | TEXT | Who must comply (e.g., ""Large companies >500 employees"") |",traceable,,
data-knowledge-model.md,DAT-072,| `description` | TEXT | What must be disclosed |,./DATA_MODEL.md,"`esrs_datapoints` (1,184 records)",| `description` | TEXT | What must be disclosed |,traceable,,
data-knowledge-model.md,DAT-073,| `complianceRequirements` | TEXT | What participants must do |,./DATA_MODEL.md,`dutch_initiatives` (10 records),| `complianceRequirements` | TEXT | What participants must do |,traceable,,
data-knowledge-model.md,DAT-074,"| `relevanceScore` | DECIMAL(3,2) | How strongly required (0.00-1.00) |",./DATA_MODEL.md,`dutch_initiative_gs1_mappings` (Auto-generated),"| `relevanceScore` | DECIMAL(3,2) | How strongly required (0.00-1.00) |",traceable,,
data-knowledge-model.md,DAT-075,- `esrs_datapoints.datapointId` must be unique,./DATA_MODEL.md,Unique Constraints,- `esrs_datapoints.datapointId` must be unique,traceable,,
data-knowledge-model.md,DAT-076,- `knowledge_embeddings.contentHash` must be unique,./DATA_MODEL.md,Unique Constraints,- `knowledge_embeddings.contentHash` must be unique,traceable,,
data-knowledge-model.md,DAT-077,- `user.openId` must be unique,./DATA_MODEL.md,Unique Constraints,- `user.openId` must be unique,traceable,,
data-knowledge-model.md,DAT-078,- `relevanceScore` must be between 0.00 and 1.00,./DATA_MODEL.md,Validation Rules,- `relevanceScore` must be between 0.00 and 1.00,traceable,,
data-knowledge-model.md,DAT-079,- `effectiveDate` must be a valid date,./DATA_MODEL.md,Validation Rules,- `effectiveDate` must be a valid date,traceable,,
data-knowledge-model.md,DAT-080,- `mandatory` must be boolean (true/false),./DATA_MODEL.md,Validation Rules,- `mandatory` must be boolean (true/false),traceable,,
data-knowledge-model.md,DAT-081,These IDs are **permanent** and must not change across advisory versions. Future ISA versions may add new IDs but must not reassign existing ones.,./docs/ADVISORY_OUTPUTS.md,2.1 Content Parity,These IDs are **permanent** and must not change across advisory versions. Future ISA versions may ad,traceable,,
data-knowledge-model.md,DAT-082,| Field | Type | Required | Description |,./docs/ADVISORY_OUTPUTS.md,4.2 Top-Level Structure,| Field | Type | Required | Description |,traceable,,
data-knowledge-model.md,DAT-083,"Future ISA versions must preserve existing mapping, gap, and recommendation IDs. New entities may be added with new IDs, but existing IDs must not be reassigned.",./docs/ADVISORY_OUTPUTS.md,6.2 Backward Compatibility,"Future ISA versions must preserve existing mapping, gap, and recommendation IDs. New entities may be",traceable,,
data-knowledge-model.md,DAT-084,"The advisory output schema may be extended in future versions (e.g., add new fields), but existing fields must remain compatible. Schema version will be tracked separately from advisory version.",./docs/ADVISORY_OUTPUTS.md,6.2 Backward Compatibility,"The advisory output schema may be extended in future versions (e.g., add new fields), but existing f",traceable,,
data-knowledge-model.md,DAT-085,"ISA advisory JSON files must have **deterministic, reproducible structure** to enable clean version diffs. Without canonical ordering, JSON diffs would show spurious changes (e.g., array element reord",./docs/ADVISORY_OUTPUTS.md,11.1 Purpose,"ISA advisory JSON files must have **deterministic, reproducible structure** to enable clean version",traceable,,
data-knowledge-model.md,DAT-086,- Trailing newline: Required (POSIX compliance),./docs/ADVISORY_OUTPUTS.md,11.4 Diff-Friendly JSON,- Trailing newline: Required (POSIX compliance),traceable,,
data-knowledge-model.md,DAT-087,// Required fields,./docs/CHATGPT_INTEGRATION_CONTRACT.md,Database Table: `regulatory_change_log`,// Required fields,traceable,,
data-knowledge-model.md,DAT-088,- `url`: Must be valid HTTPS URL to authoritative source,./docs/CHATGPT_INTEGRATION_CONTRACT.md,Validation Rules,- `url`: Must be valid HTTPS URL to authoritative source,traceable,,
data-knowledge-model.md,DAT-089,"- `description`: Required, no max length (text field)",./docs/CHATGPT_INTEGRATION_CONTRACT.md,Validation Rules,"- `description`: Required, no max length (text field)",traceable,,
data-knowledge-model.md,DAT-090,"- **Required:** UPPERCASE filenames with underscores (e.g., `REGULATORY_CHANGE_LOG_TEMPLATES.md`)",./docs/CHATGPT_INTEGRATION_CONTRACT.md,Naming Convention,"- **Required:** UPPERCASE filenames with underscores (e.g., `REGULATORY_CHANGE_LOG_TEMPLATES.md`)",traceable,,
data-knowledge-model.md,DAT-091,- **Required:** `.md` extension (Markdown format),./docs/CHATGPT_INTEGRATION_CONTRACT.md,Naming Convention,- **Required:** `.md` extension (Markdown format),traceable,,
data-knowledge-model.md,DAT-092,- **Required:** British English spelling throughout,./docs/CHATGPT_INTEGRATION_CONTRACT.md,Naming Convention,- **Required:** British English spelling throughout,traceable,,
data-knowledge-model.md,DAT-093,- **Required:** GS1 Style Guide Release 5.6 compliance (see `/docs/GS1_STYLE_ADOPTION_GUIDE.md`),./docs/CHATGPT_INTEGRATION_CONTRACT.md,Naming Convention,- **Required:** GS1 Style Guide Release 5.6 compliance (see `/docs/GS1_STYLE_ADOPTION_GUIDE.md`),traceable,,
data-knowledge-model.md,DAT-094,"- MUST cite advisory IDs, dataset IDs, versions",./docs/CHATGPT_INTEGRATION_CONTRACT.md,ISA Design Contract Constraints,"- MUST cite advisory IDs, dataset IDs, versions",traceable,,
data-knowledge-model.md,DAT-095,"**Criterion:** Does the system detect obligation-centric language (shall, must, required, mandatory, deadline, penalty) rather than just regulation acronyms?",./docs/ISA_NEWS_HUB_SELF_CHECK_ASSESSMENT.md,Check 2: Obligation-Centric Detection,"**Criterion:** Does the system detect obligation-centric language (shall, must, required, mandatory,",traceable,,
data-knowledge-model.md,DAT-096,"- ""Shall"" and ""must"" not in keyword lists",./docs/ISA_NEWS_HUB_SELF_CHECK_ASSESSMENT.md,Check 2: Obligation-Centric Detection,"- ""Shall"" and ""must"" not in keyword lists",traceable,,
data-knowledge-model.md,DAT-097,"| Add obligation language detection (shall, must, required) | Check 2 | 4h | MEDIUM |",./docs/ISA_NEWS_HUB_SELF_CHECK_ASSESSMENT.md,Phase 2: Short-Term (Sprint),"| Add obligation language detection (shall, must, required) | Check 2 | 4h | MEDIUM |",traceable,TM-001,OPEN
data-knowledge-model.md,DAT-098,The two reports provide **critical validation** of ISA's core value proposition while revealing **untapped market opportunities** and **technical gaps** that must be addressed. Key findings:,./docs/ISA_Strategic_Insights_from_Reports.md,Executive Summary,The two reports provide **critical validation** of ISA's core value proposition while revealing **un,traceable,,
data-knowledge-model.md,DAT-099,"- ""Which GDSN attributes must I populate for PPWR compliance?""",./docs/ISA_Strategic_Insights_from_Reports.md,2.1 CRITICAL GAP: GS1 Attribute-Level Mapping 🚨,"- ""Which GDSN attributes must I populate for PPWR compliance?""",traceable,,
data-knowledge-model.md,DAT-100,"- ""Which JSON-LD properties are required for my textile DPP?""",./docs/ISA_Strategic_Insights_from_Reports.md,2.1 CRITICAL GAP: GS1 Attribute-Level Mapping 🚨,"- ""Which JSON-LD properties are required for my textile DPP?""",traceable,,
governance-iron-protocol.md,GOV-001,Any non-root task must be safely discardable without loss of configuration.,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,2. Governance Principles,Any non-root task must be safely discardable without loss of configuration.,traceable,,
governance-iron-protocol.md,GOV-002,All configuration assumptions must be written down.,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,2. Governance Principles,All configuration assumptions must be written down.,traceable,,
governance-iron-protocol.md,GOV-003,* MUST NOT be deleted,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,4.3 Immutability Rules,* MUST NOT be deleted,traceable,,
governance-iron-protocol.md,GOV-004,* MUST NOT be archived,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,4.3 Immutability Rules,* MUST NOT be archived,traceable,,
governance-iron-protocol.md,GOV-005,* MUST NOT be duplicated,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,4.3 Immutability Rules,* MUST NOT be duplicated,traceable,,
governance-iron-protocol.md,GOV-006,* MUST NOT be replaced,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,4.3 Immutability Rules,* MUST NOT be replaced,traceable,,
governance-iron-protocol.md,GOV-007,If a required variable is missing:,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,5.3 Discovery Rule,If a required variable is missing:,traceable,,
governance-iron-protocol.md,GOV-008,* All ISA tasks MUST be created by **continuing from the root task**,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,6. Task Creation and Continuation Rules,* All ISA tasks MUST be created by **continuing from the root task**,traceable,,
governance-iron-protocol.md,GOV-009,Manus must pause and report; a human must intervene.,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,7. External Trust Boundaries,Manus must pause and report; a human must intervene.,traceable,,
governance-iron-protocol.md,GOV-010,Documents created inside tasks must be exported to:,./docs/governance/ISA_MANUS_PROJECT_GOVERNANCE.md,10. Manus Task Document Exports,Documents created inside tasks must be exported to:,traceable,,
governance-iron-protocol.md,GOV-011,**Description:** AI agent MUST escalate all potentially impactful decisions to user.,./GOVERNANCE.md,Lane C: User-Decision Mode (ACTIVE),**Description:** AI agent MUST escalate all potentially impactful decisions to user.,traceable,,
governance-iron-protocol.md,GOV-012,5. **User Authority:** Silence is NOT consent; explicit approval required for Lane C triggers,./GOVERNANCE.md,Red-Line Principles (Inviolable),5. **User Authority:** Silence is NOT consent; explicit approval required for Lane C triggers,traceable,,
governance-iron-protocol.md,GOV-013,"When a Lane C trigger is detected, the AI agent MUST use this format:",./GOVERNANCE.md,Mandatory Escalation Format,"When a Lane C trigger is detected, the AI agent MUST use this format:",traceable,,
governance-iron-protocol.md,GOV-014,🚨 LANE C ESCALATION REQUIRED,./GOVERNANCE.md,Mandatory Escalation Format,🚨 LANE C ESCALATION REQUIRED,traceable,,
governance-iron-protocol.md,GOV-015,**Decision Required:**,./GOVERNANCE.md,Mandatory Escalation Format,**Decision Required:**,traceable,,
